parameter_id,group,scope,region_or_case,parameter,central_value,units,dependency,calibration_status,source,code_location,uncertainty_treatment,evidence_role
P0227,regional economic,canonical,southeast_asia,eps_F_PF,-0.4,elasticity,primitive,literature-calibrated,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[southeast_asia].eps_F_PF,halved one-at-a-time test and MC multiplier 0.50-1.50,central or scenario path
P0228,regional economic,canonical,southeast_asia,eps_F_PY,0.1,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[southeast_asia].eps_F_PY,fixed; not varied in submitted analyses,central or scenario path
P0229,regional economic,canonical,southeast_asia,eps_LD_PL,-0.3,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[southeast_asia].eps_LD_PL,fixed; not varied in submitted analyses,central or scenario path
P0230,regional economic,canonical,southeast_asia,eps_LD_PY,0.2,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[southeast_asia].eps_LD_PY,fixed; not varied in submitted analyses,central or scenario path
P0231,regional economic,canonical,southeast_asia,eps_LS_PL,0.5,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[southeast_asia].eps_LS_PL,fixed; not varied in submitted analyses,central or scenario path
P0232,regional economic,canonical,southeast_asia,eps_F_N,0.0,elasticity,primitive,unsupported estimate set to zero centrally,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[southeast_asia].eps_F_N,"(0.0, -0.25, -0.5, -1.0)",central or scenario path
P0233,regional biophysical,canonical,latin_america,soc_initial,45.0,t C ha-1 (0-30 cm),primitive,externally specified,ISRIC SoilGrids cropland regionalization,code/model/soil_n_model.py::get_default_regions[latin_america].soc_initial,fixed; not varied in submitted analyses,central path
P0234,regional biophysical,canonical,latin_america,cn_bulk,11.0,mass ratio,primitive,externally specified,regional soil C:N literature/assumption,code/model/soil_n_model.py::get_default_regions[latin_america].cn_bulk,one-at-a-time +/-20% mineralizable-N test,central path
P0235,regional biophysical,canonical,latin_america,cropland_mha,160.0,million ha,primitive,externally specified,FAOSTAT land-use aggregation,code/model/soil_n_model.py::get_default_regions[latin_america].cropland_mha,fixed; not varied in submitted analyses,central path
P0236,regional biophysical,canonical,latin_america,synth_n_current,50.0,kg N ha-1 yr-1,primitive,externally specified,FAOSTAT/IFA regional N-use aggregation,code/model/soil_n_model.py::get_default_regions[latin_america].synth_n_current,fixed; not varied in submitted analyses,central path
P0237,regional biophysical,canonical,latin_america,pop_supported,900.0,million people,primitive,externally specified,crop-calorie allocation; legacy annual output only,code/model/soil_n_model.py::get_default_regions[latin_america].pop_supported,fixed; not varied in submitted analyses,central path
P0238,regional biophysical,canonical,latin_america,texture_class,1,ordinal class,primitive,externally specified,regional dominant-texture simplification,code/model/soil_n_model.py::get_default_regions[latin_america].texture_class,fixed; not varied in submitted analyses,central path
P0239,regional biophysical,canonical,latin_america,whc_sensitivity,3.48,mm per SOC percentage point,primitive,externally specified,derived 0-30 cm Minasny and McBratney 2018 scaling,code/model/soil_n_model.py::get_default_regions[latin_america].whc_sensitivity,deterministic bounds 2.3-8.4,central path
P0240,regional biophysical,canonical,latin_america,water_stress_coeff,0.003,fraction per mm,primitive,externally specified,regional structural assumption,code/model/soil_n_model.py::get_default_regions[latin_america].water_stress_coeff,fixed; not varied in submitted analyses,central path
P0241,regional biophysical,canonical,latin_america,baseline_water_deficit,0.0,mm,primitive,externally specified,regional structural assumption,code/model/soil_n_model.py::get_default_regions[latin_america].baseline_water_deficit,fixed; not varied in submitted analyses,central path
P0242,regional biophysical,canonical,latin_america,atm_n_deposition,5.0,kg N ha-1 yr-1,primitive,externally specified,Dentener/Vet/EMEP/NADP source family,code/model/soil_n_model.py::get_default_regions[latin_america].atm_n_deposition,fixed; not varied in submitted analyses,central path
P0243,regional biophysical,canonical,latin_america,bnf_potential,37.72727272727273,kg N ha-1 yr-1,derived,"derived, not independently specified",derived from BNF component primitives,code/model/soil_n_model.py::get_default_regions[latin_america].bnf_potential,fixed; not varied in submitted analyses,central path
P0244,regional biophysical,canonical,latin_america,bnf_ramp_years,8.0,yr,primitive,externally specified,legacy managed-transition assumption,code/model/soil_n_model.py::get_default_regions[latin_america].bnf_ramp_years,fixed; not varied in submitted analyses,central path
P0245,regional biophysical,canonical,latin_america,residue_retention,0.8,fraction,primitive,externally specified,regional residue-management literature,code/model/soil_n_model.py::get_default_regions[latin_america].residue_retention,MC multiplier 0.80-1.15,central path
P0246,regional biophysical,canonical,latin_america,yield_max_regional,0.0,t grain ha-1,primitive,disabled sentinel,disabled sentinel; no independent ceiling,code/model/soil_n_model.py::get_default_regions[latin_america].yield_max_regional,not applicable; runtime calibration is authoritative,central path
P0247,regional biophysical,canonical,latin_america,mitscherlich_c_regional,0.0,(kg N ha-1)-1,primitive,externally specified,zero sentinel; global c used,code/model/soil_n_model.py::get_default_regions[latin_america].mitscherlich_c_regional,fixed; not varied in submitted analyses,central path
P0248,regional biophysical,canonical,latin_america,yield_min_regional,0.9,t grain ha-1,primitive,externally specified,long-term unfertilized experiments/historical records,code/model/soil_n_model.py::get_default_regions[latin_america].yield_min_regional,fixed; not varied in submitted analyses,central path
P0249,regional biophysical,canonical,latin_america,root_shoot_c_ratio,0.9,mass ratio,primitive,externally specified,Bolinder/Katterer/Johnson source family,code/model/soil_n_model.py::get_default_regions[latin_america].root_shoot_c_ratio,fixed; not varied in submitted analyses,central path
P0250,regional biophysical,canonical,latin_america,cre_regional,0.308,fraction,primitive,calibrated,calibrated to approximate regional SOC equilibrium,code/model/soil_n_model.py::get_default_regions[latin_america].cre_regional,MC multiplier 0.40-1.80,central path
P0251,regional economic,canonical,latin_america,eta,-0.5,elasticity,primitive,literature-calibrated,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[latin_america].eta,MC multiplier 0.60-1.40,central or scenario path
P0252,regional economic,canonical,latin_america,alpha,0.15,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[latin_america].alpha,fixed; not varied in submitted analyses,central or scenario path
P0253,regional economic,canonical,latin_america,eps_F_PF,-0.3,elasticity,primitive,literature-calibrated,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[latin_america].eps_F_PF,halved one-at-a-time test and MC multiplier 0.50-1.50,central or scenario path
P0254,regional economic,canonical,latin_america,eps_F_PY,0.1,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[latin_america].eps_F_PY,fixed; not varied in submitted analyses,central or scenario path
P0255,regional economic,canonical,latin_america,eps_LD_PL,-0.3,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[latin_america].eps_LD_PL,fixed; not varied in submitted analyses,central or scenario path
P0256,regional economic,canonical,latin_america,eps_LD_PY,0.25,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[latin_america].eps_LD_PY,fixed; not varied in submitted analyses,central or scenario path
P0257,regional economic,canonical,latin_america,eps_LS_PL,0.7,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[latin_america].eps_LS_PL,fixed; not varied in submitted analyses,central or scenario path
P0258,regional economic,canonical,latin_america,eps_F_N,0.0,elasticity,primitive,unsupported estimate set to zero centrally,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[latin_america].eps_F_N,"(0.0, -0.25, -0.5, -1.0)",central or scenario path
P0259,regional biophysical,canonical,sub_saharan_africa,soc_initial,9.0,t C ha-1 (0-30 cm),primitive,externally specified,ISRIC SoilGrids cropland regionalization,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].soc_initial,fixed; not varied in submitted analyses,central path
P0260,regional biophysical,canonical,sub_saharan_africa,cn_bulk,11.0,mass ratio,primitive,externally specified,regional soil C:N literature/assumption,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].cn_bulk,one-at-a-time +/-20% mineralizable-N test,central path
P0261,regional biophysical,canonical,sub_saharan_africa,cropland_mha,230.0,million ha,primitive,externally specified,FAOSTAT land-use aggregation,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].cropland_mha,fixed; not varied in submitted analyses,central path
P0262,regional biophysical,canonical,sub_saharan_africa,synth_n_current,7.0,kg N ha-1 yr-1,primitive,externally specified,FAOSTAT/IFA regional N-use aggregation,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].synth_n_current,fixed; not varied in submitted analyses,central path
P0263,regional biophysical,canonical,sub_saharan_africa,pop_supported,600.0,million people,primitive,externally specified,crop-calorie allocation; legacy annual output only,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].pop_supported,fixed; not varied in submitted analyses,central path
P0264,regional biophysical,canonical,sub_saharan_africa,texture_class,0,ordinal class,primitive,externally specified,regional dominant-texture simplification,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].texture_class,fixed; not varied in submitted analyses,central path
P0265,regional biophysical,canonical,sub_saharan_africa,whc_sensitivity,3.48,mm per SOC percentage point,primitive,externally specified,derived 0-30 cm Minasny and McBratney 2018 scaling,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].whc_sensitivity,deterministic bounds 2.3-8.4,central path
P0266,regional biophysical,canonical,sub_saharan_africa,water_stress_coeff,0.005,fraction per mm,primitive,externally specified,regional structural assumption,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].water_stress_coeff,fixed; not varied in submitted analyses,central path
P0267,regional biophysical,canonical,sub_saharan_africa,baseline_water_deficit,15.0,mm,primitive,externally specified,regional structural assumption,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].baseline_water_deficit,fixed; not varied in submitted analyses,central path
P0268,regional biophysical,canonical,sub_saharan_africa,atm_n_deposition,5.0,kg N ha-1 yr-1,primitive,externally specified,Dentener/Vet/EMEP/NADP source family,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].atm_n_deposition,fixed; not varied in submitted analyses,central path
P0269,regional biophysical,canonical,sub_saharan_africa,bnf_potential,15.0,kg N ha-1 yr-1,derived,"derived, not independently specified",derived from BNF component primitives,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].bnf_potential,fixed; not varied in submitted analyses,central path
P0270,regional biophysical,canonical,sub_saharan_africa,bnf_ramp_years,15.0,yr,primitive,externally specified,legacy managed-transition assumption,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].bnf_ramp_years,fixed; not varied in submitted analyses,central path
P0271,regional biophysical,canonical,sub_saharan_africa,residue_retention,0.55,fraction,primitive,externally specified,regional residue-management literature,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].residue_retention,MC multiplier 0.80-1.15,central path
P0272,regional biophysical,canonical,sub_saharan_africa,yield_max_regional,0.0,t grain ha-1,primitive,disabled sentinel,disabled sentinel; no independent ceiling,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].yield_max_regional,not applicable; runtime calibration is authoritative,central path
P0273,regional biophysical,canonical,sub_saharan_africa,mitscherlich_c_regional,0.0,(kg N ha-1)-1,primitive,externally specified,zero sentinel; global c used,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].mitscherlich_c_regional,fixed; not varied in submitted analyses,central path
P0274,regional biophysical,canonical,sub_saharan_africa,yield_min_regional,0.4,t grain ha-1,primitive,externally specified,long-term unfertilized experiments/historical records,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].yield_min_regional,fixed; not varied in submitted analyses,central path
P0275,regional biophysical,canonical,sub_saharan_africa,root_shoot_c_ratio,1.0,mass ratio,primitive,externally specified,Bolinder/Katterer/Johnson source family,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].root_shoot_c_ratio,fixed; not varied in submitted analyses,central path
P0276,regional biophysical,canonical,sub_saharan_africa,cre_regional,0.2,fraction,primitive,calibrated,calibrated to approximate regional SOC equilibrium,code/model/soil_n_model.py::get_default_regions[sub_saharan_africa].cre_regional,MC multiplier 0.40-1.80,central path
P0277,regional economic,canonical,sub_saharan_africa,eta,-0.7,elasticity,primitive,literature-calibrated,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[sub_saharan_africa].eta,MC multiplier 0.60-1.40,central or scenario path
P0278,regional economic,canonical,sub_saharan_africa,alpha,0.15,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[sub_saharan_africa].alpha,fixed; not varied in submitted analyses,central or scenario path
P0279,regional economic,canonical,sub_saharan_africa,eps_F_PF,-0.5,elasticity,primitive,literature-calibrated,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[sub_saharan_africa].eps_F_PF,halved one-at-a-time test and MC multiplier 0.50-1.50,central or scenario path
P0280,regional economic,canonical,sub_saharan_africa,eps_F_PY,0.03,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[sub_saharan_africa].eps_F_PY,fixed; not varied in submitted analyses,central or scenario path
P0281,regional economic,canonical,sub_saharan_africa,eps_LD_PL,-0.3,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[sub_saharan_africa].eps_LD_PL,fixed; not varied in submitted analyses,central or scenario path
P0282,regional economic,canonical,sub_saharan_africa,eps_LD_PY,0.25,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[sub_saharan_africa].eps_LD_PY,fixed; not varied in submitted analyses,central or scenario path
P0283,regional economic,canonical,sub_saharan_africa,eps_LS_PL,0.7,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[sub_saharan_africa].eps_LS_PL,fixed; not varied in submitted analyses,central or scenario path
P0284,regional economic,canonical,sub_saharan_africa,eps_F_N,0.0,elasticity,primitive,unsupported estimate set to zero centrally,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[sub_saharan_africa].eps_F_N,"(0.0, -0.25, -0.5, -1.0)",central or scenario path
P0285,regional biophysical,canonical,fsu_central_asia,soc_initial,35.0,t C ha-1 (0-30 cm),primitive,externally specified,ISRIC SoilGrids cropland regionalization,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].soc_initial,fixed; not varied in submitted analyses,central path
P0286,regional biophysical,canonical,fsu_central_asia,cn_bulk,10.0,mass ratio,primitive,externally specified,regional soil C:N literature/assumption,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].cn_bulk,one-at-a-time +/-20% mineralizable-N test,central path
P0287,regional biophysical,canonical,fsu_central_asia,cropland_mha,130.0,million ha,primitive,externally specified,FAOSTAT land-use aggregation,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].cropland_mha,fixed; not varied in submitted analyses,central path
P0288,regional biophysical,canonical,fsu_central_asia,synth_n_current,38.0,kg N ha-1 yr-1,primitive,externally specified,FAOSTAT/IFA regional N-use aggregation,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].synth_n_current,fixed; not varied in submitted analyses,central path
P0289,regional biophysical,canonical,fsu_central_asia,pop_supported,375.0,million people,primitive,externally specified,crop-calorie allocation; legacy annual output only,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].pop_supported,fixed; not varied in submitted analyses,central path
P0290,regional biophysical,canonical,fsu_central_asia,texture_class,1,ordinal class,primitive,externally specified,regional dominant-texture simplification,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].texture_class,fixed; not varied in submitted analyses,central path
P0291,regional biophysical,canonical,fsu_central_asia,whc_sensitivity,3.48,mm per SOC percentage point,primitive,externally specified,derived 0-30 cm Minasny and McBratney 2018 scaling,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].whc_sensitivity,deterministic bounds 2.3-8.4,central path
P0292,regional biophysical,canonical,fsu_central_asia,water_stress_coeff,0.004,fraction per mm,primitive,externally specified,regional structural assumption,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].water_stress_coeff,fixed; not varied in submitted analyses,central path
P0293,regional biophysical,canonical,fsu_central_asia,baseline_water_deficit,10.0,mm,primitive,externally specified,regional structural assumption,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].baseline_water_deficit,fixed; not varied in submitted analyses,central path
P0294,regional biophysical,canonical,fsu_central_asia,atm_n_deposition,5.0,kg N ha-1 yr-1,primitive,externally specified,Dentener/Vet/EMEP/NADP source family,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].atm_n_deposition,fixed; not varied in submitted analyses,central path
P0295,regional biophysical,canonical,fsu_central_asia,bnf_potential,13.75,kg N ha-1 yr-1,derived,"derived, not independently specified",derived from BNF component primitives,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].bnf_potential,fixed; not varied in submitted analyses,central path
P0296,regional biophysical,canonical,fsu_central_asia,bnf_ramp_years,10.0,yr,primitive,externally specified,legacy managed-transition assumption,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].bnf_ramp_years,fixed; not varied in submitted analyses,central path
P0297,regional biophysical,canonical,fsu_central_asia,residue_retention,0.85,fraction,primitive,externally specified,regional residue-management literature,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].residue_retention,MC multiplier 0.80-1.15,central path
P0298,regional biophysical,canonical,fsu_central_asia,yield_max_regional,0.0,t grain ha-1,primitive,disabled sentinel,disabled sentinel; no independent ceiling,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].yield_max_regional,not applicable; runtime calibration is authoritative,central path
P0299,regional biophysical,canonical,fsu_central_asia,mitscherlich_c_regional,0.0,(kg N ha-1)-1,primitive,externally specified,zero sentinel; global c used,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].mitscherlich_c_regional,fixed; not varied in submitted analyses,central path
P0300,regional biophysical,canonical,fsu_central_asia,yield_min_regional,0.9,t grain ha-1,primitive,externally specified,long-term unfertilized experiments/historical records,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].yield_min_regional,fixed; not varied in submitted analyses,central path
P0301,regional biophysical,canonical,fsu_central_asia,root_shoot_c_ratio,1.0,mass ratio,primitive,externally specified,Bolinder/Katterer/Johnson source family,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].root_shoot_c_ratio,fixed; not varied in submitted analyses,central path
P0302,regional biophysical,canonical,fsu_central_asia,cre_regional,0.35,fraction,primitive,calibrated,calibrated to approximate regional SOC equilibrium,code/model/soil_n_model.py::get_default_regions[fsu_central_asia].cre_regional,MC multiplier 0.40-1.80,central path
P0303,regional economic,canonical,fsu_central_asia,eta,-0.45,elasticity,primitive,literature-calibrated,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[fsu_central_asia].eta,MC multiplier 0.60-1.40,central or scenario path
P0304,regional economic,canonical,fsu_central_asia,alpha,0.12,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[fsu_central_asia].alpha,fixed; not varied in submitted analyses,central or scenario path
P0305,regional economic,canonical,fsu_central_asia,eps_F_PF,-0.3,elasticity,primitive,literature-calibrated,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[fsu_central_asia].eps_F_PF,halved one-at-a-time test and MC multiplier 0.50-1.50,central or scenario path
P0306,regional economic,canonical,fsu_central_asia,eps_F_PY,0.1,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[fsu_central_asia].eps_F_PY,fixed; not varied in submitted analyses,central or scenario path
P0307,regional economic,canonical,fsu_central_asia,eps_LD_PL,-0.3,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[fsu_central_asia].eps_LD_PL,fixed; not varied in submitted analyses,central or scenario path
P0308,regional economic,canonical,fsu_central_asia,eps_LD_PY,0.2,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[fsu_central_asia].eps_LD_PY,fixed; not varied in submitted analyses,central or scenario path
P0309,regional economic,canonical,fsu_central_asia,eps_LS_PL,0.5,elasticity,primitive,literature-calibrated or structural,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[fsu_central_asia].eps_LS_PL,fixed; not varied in submitted analyses,central or scenario path
P0310,regional economic,canonical,fsu_central_asia,eps_F_N,0.0,elasticity,primitive,unsupported estimate set to zero centrally,FDME/meta-elasticity and CGE land-response source families,code/model/coupled_econ_biophysical.py::REGIONAL_ECON_PARAMS[fsu_central_asia].eps_F_N,"(0.0, -0.25, -0.5, -1.0)",central or scenario path
P0311,climate forcing,canonical,north_america,ERA5_temp_monthly,"[-5.4,-4.4,3.5,10.7,16.5,22.3,24.7,23.4,19.4,11.8,4.9,-2.3]",12 monthly deg C,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::north_america.temp,expert-profile climate swap sensitivity,central forcing
P0312,climate forcing,sensitivity/fallback,north_america,expert_temp_monthly,"[-6,-4,3,10,17,22,24,23,18,11,3,-4]",12 monthly deg C,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[north_america].temp,compared against ERA5; not central,Class B climate sensitivity
P0313,climate forcing,canonical,north_america,ERA5_precip_monthly,"[28.0,42.0,68.0,109.0,134.0,122.0,78.0,101.0,90.0,79.0,47.0,46.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::north_america.precip,expert-profile climate swap sensitivity,central forcing
P0314,climate forcing,sensitivity/fallback,north_america,expert_precip_monthly,"[25,30,55,90,115,120,105,100,85,65,50,30]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[north_america].precip,compared against ERA5; not central,Class B climate sensitivity
P0315,climate forcing,canonical,north_america,ERA5_pet_monthly,"[15.0,21.0,54.0,90.0,124.0,146.0,153.0,132.0,94.0,55.0,29.0,16.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::north_america.pet,expert-profile climate swap sensitivity,central forcing
P0316,climate forcing,sensitivity/fallback,north_america,expert_pet_monthly,"[5,8,25,55,95,125,140,120,80,45,18,7]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[north_america].pet,compared against ERA5; not central,Class B climate sensitivity
P0317,crop calendar,canonical,north_america,planting_month,5,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[north_america].planting_month,fixed; not varied,central forcing
P0318,crop calendar,canonical,north_america,maturity_month,9,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[north_america].maturity_month,fixed; not varied,central forcing
P0319,yield calibration,canonical,north_america,FAOSTAT_target,5.5,t grain ha-1,primitive target,observed calibration target,production-weighted FAOSTAT cereal yield,code/model/monthly_model_v3.py::FAOSTAT_TARGETS[north_america],fixed target; model-structure sensitivity assessed separately,calibration
P0320,climate forcing,canonical,europe,ERA5_temp_monthly,"[4.0,4.4,6.7,10.2,13.6,16.8,18.6,18.3,15.5,12.1,7.9,4.7]",12 monthly deg C,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::europe.temp,expert-profile climate swap sensitivity,central forcing
P0321,climate forcing,sensitivity/fallback,europe,expert_temp_monthly,"[3,4,7,10,14,17,19,19,15,11,6,3]",12 monthly deg C,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[europe].temp,compared against ERA5; not central,Class B climate sensitivity
P0322,climate forcing,canonical,europe,ERA5_precip_monthly,"[65.0,57.0,59.0,44.0,59.0,63.0,72.0,80.0,50.0,59.0,63.0,70.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::europe.precip,expert-profile climate swap sensitivity,central forcing
P0323,climate forcing,sensitivity/fallback,europe,expert_precip_monthly,"[55,45,50,50,60,55,55,55,50,55,60,60]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[europe].precip,compared against ERA5; not central,Class B climate sensitivity
P0324,climate forcing,canonical,europe,ERA5_pet_monthly,"[12.0,19.0,43.0,75.0,104.0,119.0,121.0,100.0,64.0,34.0,15.0,9.0]",12 monthly mm,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::europe.pet,expert-profile climate swap sensitivity,central forcing
P0325,climate forcing,sensitivity/fallback,europe,expert_pet_monthly,"[10,15,30,55,80,100,110,95,60,35,15,8]",12 monthly mm,primitive forcing,expert representative profile,original representative regional climatology,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[europe].pet,compared against ERA5; not central,Class B climate sensitivity
P0326,crop calendar,canonical,europe,planting_month,10,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[europe].planting_month,fixed; not varied,central forcing
P0327,crop calendar,canonical,europe,maturity_month,7,calendar month (1-12),primitive,externally specified,representative dominant crop calendar,code/model/monthly_model_v3.py::REGIONAL_CLIMATES[europe].maturity_month,fixed; not varied,central forcing
P0328,yield calibration,canonical,europe,FAOSTAT_target,5.0,t grain ha-1,primitive target,observed calibration target,production-weighted FAOSTAT cereal yield,code/model/monthly_model_v3.py::FAOSTAT_TARGETS[europe],fixed target; model-structure sensitivity assessed separately,calibration
P0329,climate forcing,canonical,east_asia,ERA5_temp_monthly,"[-0.6,3.0,9.5,15.8,21.7,26.5,27.4,25.8,21.7,15.9,7.9,0.8]",12 monthly deg C,primitive forcing,observed/reanalysis forcing,ERA5 2001-2020 benchmark-location normals via Open-Meteo,data/era5_regional_climates.json::east_asia.temp,expert-profile climate swap sensitivity,central forcing
